property_name,areaWithType,square_feet,transaction,status,floor,furnishing,price_per_sqft,num_floor,price_lakh,bhk
"2 BHK Apartment for Sale in Samruddhi Apartment, Gopi Pura Surat",Carpet Area,855.0,Resale,Ready to Move,3,Semi-Furnished,2527.0,4,30.0,2.0
"2 BHK Apartment for Sale in Siddhi Vinayak Residency, Sachin Surat",Super Area,1075.0,Resale,Ready to Move,6,Semi-Furnished,2512.0,10,27.0,2.0
2 BHK Builder Floor for Sale in Katar Gam Surat,Super Area,925.0,Resale,Ready to Move,3,Semi-Furnished,2486.0,4,23.0,2.0
"2 BHK Apartment for Sale in Sumeru Sky Residency, Mota Varachha Surat",Carpet Area,800.0,Resale,Ready to Move,8,Furnished,4091.0,13,45.0,2.0
2 BHK Apartment for Sale in Parvat Patia Surat,Super Area,1275.0,Resale,Ready to Move,13,Furnished,3608.0,13,46.0,2.0
1 BHK Apartment for Sale in 214 Surat,Carpet Area,387.5004,Resale,Ready to Move,2,Unfurnished,3889.0,13,18.0,1.0
1 BHK Builder Floor for Sale in Adajan Surat,Super Area,500.0,Resale,Ready to Move,4,Unfurnished,3600.0,5,18.0,1.0
1 BHK  House for Sale in Dindoli Surat,Super Area,450.0,Resale,Ready to Move,0,Unfurnished,3333.0,1,15.0,1.0
2 BHK  House for Sale in Olpad Surat,Super Area,900.0,Resale,Ready to Move,1,Unfurnished,3222.0,1,29.0,2.0
2 BHK Apartment for Sale in Sagrampura Surat,Super Area,762.0,Resale,Ready to Move,1,Unfurnished,2428.0,9,18.5,2.0
1 BHK Apartment for Sale in Katar Gam Surat,Super Area,400.0,Resale,Ready to Move,1,Unfurnished,2750.0,4,11.0,1.0
"1 BHK Apartment for Sale in Orchid nest ,palanpur patia Surat",Super Area,851.0,Resale,Ready to Move,4,Unfurnished,2761.0,4,23.5,1.0
1 BHK Apartment for Sale in Adajan Gam Surat,Carpet Area,625.0,Resale,Ready to Move,2,Semi-Furnished,3213.0,4,26.5,1.0
"2 BHK Apartment for Sale in Royal Nest, Adajan Surat",Carpet Area,55.0,Resale,Ready to Move,3,Unfurnished,10101.0,4,8.9,2.0
"2 BHK Apartment for Sale in Rajhans Wings, Palanpur Surat",Carpet Area,850.0,Resale,Ready to Move,7,Furnished,3913.0,11,45.0,2.0
1 BHK Apartment for Sale in Nan Pura Surat,Super Area,650.0,Resale,Ready to Move,1,Furnished,2769.0,5,18.0,1.0
"2 BHK Apartment for Sale in Gordhan Green Valley Mangalam Park Bldg S, Dindoli Surat",Carpet Area,710.0,Resale,Ready to Move,5,Unfurnished,2667.0,5,30.0,2.0
2 BHK Apartment for Sale in Kailash Nagar Surat,Super Area,1180.0,Resale,Ready to Move,5,Furnished,4237.0,8,50.0,2.0
2 BHK Apartment for Sale in Pal Surat,Super Area,1071.0,Resale,Ready to Move,10,Unfurnished,3922.0,12,42.0,2.0
1 BHK Builder Floor for Sale in Sayan Surat,Super Area,775.0,Resale,Ready to Move,1,Unfurnished,1161.0,4,9.0,1.0
"2 BHK Apartment for Sale in Apt Swaminagar Society, Bhatar Surat",Super Area,591.0,Resale,Ready to Move,3,Semi-Furnished,3384.0,3,20.0,2.0
2 BHK Apartment for Sale in Sahjanand heights Surat,Super Area,865.0,Resale,Ready to Move,10,Semi-Furnished,4740.0,12,41.0,2.0
"2 BHK Apartment for Sale in Nilkanth Seven Homes, Dindoli Surat",Super Area,1120.0,Resale,Ready to Move,3,Furnished,3260.0,7,36.5,2.0
4 BHK  House for Sale in Bamroli Surat,Super Area,2000.0,Resale,Ready to Move,0,Unfurnished,2100.0,2,42.0,4.0
1 BHK Apartment for Sale in Athwalines Surat,Super Area,700.0,Resale,Ready to Move,3,Unfurnished,3571.0,10,25.0,1.0
"1 BHK Apartment for Sale in Ambika Township, Dindoli Surat",Carpet Area,550.0,Resale,Ready to Move,4,Unfurnished,2638.0,5,14.5,1.0
7 BHK  House for Sale in Himant Nagar Chowkdi Surat,Super Area,25000.0,Resale,Ready to Move,2,Furnished,20.0,2,5.0,7.0
1 BHK Builder Floor for Sale in Bardoli Surat,Super Area,646.0,Resale,Ready to Move,1,Unfurnished,1858.0,5,12.0,1.0
3 BHK  House for Sale in Kamrej Surat,Super Area,1000.0,Resale,Ready to Move,0,Unfurnished,2500.0,1,25.0,3.0
"2 BHK Apartment for Sale in Parishram Park, Jahangirabad Surat",Carpet Area,800.0,Resale,Ready to Move,4,Unfurnished,3333.0,5,40.0,2.0
1 BHK Builder Floor for Sale in Jahangir Pura Surat,Super Area,813.0,Resale,Ready to Move,4,Unfurnished,3500.0,6,28.5,1.0
1 BHK Apartment for Sale in star pavitra nagri kholvad Surat,Carpet Area,400.0,Resale,Ready to Move,7,Unfurnished,2750.0,7,22.0,1.0
"2 BHK Apartment for Sale in JT JT Stuti Icon, Adajan Surat",Super Area,1256.0,Resale,Ready to Move,4,Unfurnished,2994.0,13,37.6,2.0
2 BHK Apartment for Sale in Jahangir Pura Surat,Super Area,1187.0,New Property,Ready to Move,4,Semi-Furnished,2485.0,5,29.5,2.0
4 BHK  House for Sale in Katargam Surat,Super Area,1800.0,Resale,Ready to Move,0,Semi-Furnished,2222.0,2,40.0,4.0
"2 BHK Apartment for Sale in Swagat Clifton, Bhimrad Surat",Super Area,1252.0,Resale,Ready to Move,11,Unfurnished,3674.0,15,46.0,2.0
2 BHK Apartment for Sale in Katargam Surat,Carpet Area,630.0,Resale,Ready to Move,2,Semi-Furnished,2769.0,4,27.0,2.0
"2 BHK Apartment for Sale in Green Arcade Phase 1 And 2, Adajan Surat",Carpet Area,800.0,Resale,Ready to Move,1,Furnished,2917.0,12,35.0,2.0
1 BHK Apartment for Sale in Gopi Pura Surat,Super Area,600.0,Resale,Ready to Move,8,Furnished,2333.0,8,14.0,1.0
"2 BHK Apartment for Sale in Samarth Park, Adajan Surat",Carpet Area,670.0,Resale,Ready to Move,10,Unfurnished,3667.0,10,33.0,2.0
1 BHK Apartment for Sale in Kadodar Surat,Carpet Area,680.0,Resale,Ready to Move,2,Unfurnished,2400.0,3,18.0,1.0
"1 BHK Apartment for Sale in Satyam Tower, Udhna Surat",Carpet Area,34.0,Resale,Ready to Move,0,Unfurnished,25000.0,7,8.5,1.0
2 BHK  House for Sale in Kamrej Surat,Super Area,800.0,Resale,Ready to Move,0,Unfurnished,5000.0,2,40.0,2.0
1 BHK Builder Floor for Sale in Gopi Pura Surat,Super Area,800.0,Resale,Ready to Move,3,Furnished,2000.0,5,16.0,1.0
2 BHK  House for Sale in Varachha Main Road Surat,Carpet Area,578.0,Resale,Ready to Move,0,Semi-Furnished,8636.0,2,50.0,2.0
4 BHK  House for Sale in Mahalaxmi Society Surat,Super Area,850.0,Resale,Ready to Move,4,Semi-Furnished,5882.0,4,50.0,4.0
2 BHK Apartment for Sale in Bhatpore Surat,Super Area,1175.0,Resale,Ready to Move,4,Semi-Furnished,2979.0,13,35.0,2.0
1 BHK Apartment for Sale in Ghod Dod Rd Surat,Super Area,600.0,Resale,Ready to Move,2,Semi-Furnished,5000.0,10,30.0,1.0
2 BHK  House for Sale in Kamrej Char Rasta Surat,Carpet Area,700.0,Resale,Ready to Move,1,Unfurnished,5000.0,2,35.0,2.0
"2 BHK Apartment for Sale in Suryanjali Residency, Amroli Surat",Carpet Area,575.0,Resale,Ready to Move,1,Semi-Furnished,2789.0,5,26.5,2.0
2 BHK Builder Floor for Sale in Mota Varachha Surat,Super Area,580.0,Resale,Ready to Move,4,Semi-Furnished,5172.0,5,30.0,2.0
"2 BHK Apartment for Sale in Amber Palace, Nan Pura Surat",Super Area,1250.0,Resale,Ready to Move,3,Unfurnished,2480.0,5,31.0,2.0
"2 BHK Penthouse for Sale in Gruham Luxuria, Masma Village Surat",Carpet Area,12.0,Resale,Ready to Move,0,Furnished,76389.0,2,27.5,2.0
1 BHK Builder Floor for Sale in Adajan Surat,Super Area,600.0,Resale,Ready to Move,1,Unfurnished,3500.0,5,21.0,1.0
2 BHK  House for Sale in Udhna Surat,Carpet Area,270.0,Resale,Ready to Move,0,Semi-Furnished,10648.0,2,23.0,2.0
2 BHK  House for Sale in Rustampura Surat,Super Area,900.0,Resale,Ready to Move,0,Unfurnished,1667.0,2,15.0,2.0
"2 BHK Apartment for Sale in Amber Palace, Kamrej Char Rasta Surat",Carpet Area,950.0,Resale,Ready to Move,2,Furnished,2422.0,5,31.0,2.0
2 BHK Apartment for Sale in Hazira Road Surat,Super Area,960.0,Resale,Ready to Move,4,Semi-Furnished,2344.0,6,22.5,2.0
2 BHK Apartment for Sale in Bhumi complex Surat,Super Area,950.0,Resale,Ready to Move,3,Semi-Furnished,3158.0,6,30.0,2.0
"2 BHK Apartment for Sale in Samruddhi Apartment, Chauta Bazar Surat",Carpet Area,750.0,New Property,Ready to Move,2,Semi-Furnished,2435.0,5,28.0,2.0
"2 BHK Apartment for Sale in GHB Mukhya Mantri Gruh Yojana, Jahangirabad Surat",Super Area,484.0,Resale,Ready to Move,8,Semi-Furnished,3719.0,13,18.0,2.0
1 BHK Builder Floor for Sale in Adajan Surat,Super Area,650.0,Resale,Ready to Move,2,Unfurnished,3231.0,4,21.0,1.0
3 BHK Apartment for Sale in Adajan Surat,Super Area,1141.0,Resale,Ready to Move,2,Unfurnished,3418.0,3,39.0,3.0
2 BHK Builder Floor for Sale in Hari Pura Surat,Super Area,1000.0,Resale,Ready to Move,3,Unfurnished,1800.0,6,18.0,2.0
1 BHK Builder Floor for Sale in Palsana Surat,Super Area,550.0,Resale,Ready to Move,4,Unfurnished,1818.0,5,10.0,1.0
2 BHK Apartment for Sale in Punagam Surat,Carpet Area,650.0,Resale,Ready to Move,7,Unfurnished,3364.0,7,37.0,2.0
"2 BHK  House for Sale in Rajhans Belliza, Dumas Road Surat",Carpet Area,680.0,Resale,Ready to Move,6,Furnished,4500.0,14,45.0,2.0
1 BHK Apartment for Sale in krishna Park Appartment Surat,Carpet Area,550.0,Resale,Ready to Move,4,Semi-Furnished,3571.0,4,25.0,1.0
"2 BHK Apartment for Sale in Madhav Residency, Adajan Surat",Carpet Area,1000.0,Resale,Ready to Move,3,Unfurnished,2796.0,5,35.0,2.0
1 BHK Builder Floor for Sale in Kadodar Surat,Super Area,494.0,Resale,Ready to Move,3,Unfurnished,1923.0,5,9.5,1.0
"2 BHK Apartment for Sale in Rajhans Gold Residency, Jahangir Pura Surat",Super Area,1175.0,Resale,Ready to Move,3,Unfurnished,3234.0,5,38.0,2.0
2 BHK  House for Sale in Dindoli Surat,Super Area,726.0,Resale,Ready to Move,0,Unfurnished,5510.0,1,40.0,2.0
2 BHK Apartment for Sale in SK Apt Patel Colony Surat,Super Area,1200.0,Resale,Ready to Move,2,Semi-Furnished,2500.0,3,30.0,2.0
"2 BHK  House for Sale in Gruham Luxuria, Masma Village Surat",Super Area,954.0,Resale,Ready to Move,0,Semi-Furnished,3774.0,2,36.0,2.0
"2 BHK Apartment for Sale in SHANKHESHWER COMPLAX, Kailash Nagar Surat",Super Area,975.0,Resale,Ready to Move,1,Unfurnished,2554.0,1,24.9,2.0
"2 BHK Apartment for Sale in Shagun Avenue, Parvat Patiya Surat",Super Area,1155.0,Resale,Ready to Move,6,Unfurnished,3500.0,13,40.4,2.0
"2 BHK Apartment for Sale in sarjan residency, katargam Surat",Super Area,1050.0,Resale,Ready to Move,2,Furnished,3714.0,5,39.0,2.0
1 BHK  House for Sale in Bardoli Surat,Super Area,650.0,Resale,Ready to Move,0,Unfurnished,3385.0,1,22.0,1.0
"2 BHK Apartment for Sale in Ambica Arihant Heights, Palan Pur Patiya Surat",Carpet Area,600.0,Resale,Ready to Move,8,Semi-Furnished,3611.0,12,42.0,2.0
2 BHK Apartment for Sale in Adajan Surat,Carpet Area,950.0,Resale,Ready to Move,2,Semi-Furnished,2800.0,5,28.0,2.0
"2 BHK Apartment for Sale in JT Stuti Highland, Palanpur Surat",Super Area,1176.0,Resale,Ready to Move,8,Unfurnished,3571.0,13,42.0,2.0
"2 BHK Apartment for Sale in Times Galaxy, Dahin Nagar Surat",Super Area,1155.0,Resale,Ready to Move,9,Semi-Furnished,3896.0,13,45.0,2.0
2 BHK Builder Floor for Sale in Kadodara Surat,Super Area,600.0,Resale,Ready to Move,5,Unfurnished,3833.0,6,23.0,2.0
2 BHK Apartment for Sale in Saroli Surat,Super Area,1284.0,Resale,Ready to Move,2,Semi-Furnished,2336.0,13,30.0,2.0
2 BHK Apartment for Sale in Kailash Nagar Surat,Super Area,1200.0,Resale,Ready to Move,4,Furnished,3500.0,10,42.0,2.0
2 BHK Apartment for Sale in Suryam Sky Palanpor Surat,Carpet Area,1000.0,Resale,Ready to Move,5,Unfurnished,3525.0,5,43.0,2.0
"2 BHK Apartment for Sale in 3K Prime Shyam Enclave, Jahangir Pura Surat",Carpet Area,958.0,Resale,Ready to Move,6,Furnished,3736.0,14,47.0,2.0
2 BHK Apartment for Sale in Jay Mahakali Krupa Apartment Surat,Carpet Area,700.0,Resale,Ready to Move,4,Unfurnished,3684.0,5,35.0,2.0
1 BHK Builder Floor for Sale in Kadodara Surat,Super Area,622.0,Resale,Ready to Move,2,Unfurnished,2251.0,5,14.0,1.0
1 BHK Apartment for Sale in Jahangir Pura Surat,Super Area,485.0,Resale,Ready to Move,2,Unfurnished,4124.0,5,20.0,1.0
3 BHK  House for Sale in Ishanpur Masma Surat,Super Area,1250.0,New Property,Ready to Move,0,Unfurnished,2600.0,2,32.5,3.0
"2 BHK Apartment for Sale in Shayona Janki Residency, Jahangirabad Surat",Carpet Area,915.0,Resale,Ready to Move,2,Furnished,5355.0,5,49.0,2.0
2 BHK  House for Sale in Sachin GIDC Surat,Super Area,480.0,Resale,Ready to Move,0,Unfurnished,3333.0,1,16.0,2.0
3 BHK Penthouse for Sale in Lajpur Surat,Super Area,1600.0,Resale,Ready to Move,3,Furnished,2812.0,3,45.0,3.0
2 BHK Builder Floor for Sale in Near Arya Club Tena Village Surat,Carpet Area,500.0,New Property,Ready to Move,5,Unfurnished,2373.0,5,18.5,2.0
1 BHK  House for Sale in Olpad Surat,Super Area,300.0,Resale,Ready to Move,0,Unfurnished,9667.0,1,29.0,1.0
1 BHK Builder Floor for Sale in Sayan Surat,Super Area,800.0,Resale,Ready to Move,3,Unfurnished,1688.0,5,13.5,1.0
1 BHK  House for Sale in Olpad Surat,Super Area,500.0,Resale,Ready to Move,0,Unfurnished,3200.0,1,16.0,1.0
2 BHK Apartment for Sale in Palanpur Surat,Super Area,1100.0,Resale,Ready to Move,4,Furnished,3455.0,5,38.0,2.0
2 BHK  House for Sale in Kamrej Surat,Super Area,520.0,Resale,Ready to Move,0,Semi-Furnished,5962.0,2,31.0,2.0
2 BHK Apartment for Sale in Amroli Surat,Carpet Area,700.0,New Property,Ready to Move,4,Furnished,3512.0,5,36.0,2.0
1 BHK Apartment for Sale in Kailash Nagar Surat,Carpet Area,786.0,Resale,Ready to Move,6,Furnished,3562.0,11,28.0,1.0
"2 BHK Apartment for Sale in Swagat Clifton, Bhimrad Surat",Carpet Area,713.0,Resale,Ready to Move,4,Unfurnished,3498.0,15,43.8,2.0
2 BHK Apartment for Sale in sajavat pales Surat,Carpet Area,833.0,Resale,Ready to Move,4,Unfurnished,2401.0,4,20.0,2.0
2 BHK Apartment for Sale in Parvat Patia Surat,Super Area,1000.0,Resale,Ready to Move,4,Unfurnished,3500.0,6,35.0,2.0
1 BHK Builder Floor for Sale in Katar Gam Surat,Super Area,737.0,Resale,Ready to Move,3,Semi-Furnished,2035.0,4,15.0,1.0
3 BHK Apartment for Sale in Mota Varachha Surat,Super Area,1700.0,Resale,Ready to Move,10,Unfurnished,441.0,14,7.5,3.0
"1 BHK Apartment for Sale in Madhuram Arcade 2, Dindoli Surat",Carpet Area,350.0,Resale,Ready to Move,1,Unfurnished,2618.0,5,14.4,1.0
2 BHK Apartment for Sale in Ganesh Residency Amroli Ganeshpura Surat,Carpet Area,600.0,Resale,Ready to Move,11,Furnished,3796.0,13,30.0,2.0
2 BHK  House for Sale in Kawas Surat,Super Area,1350.0,Resale,Ready to Move,1,Unfurnished,2815.0,2,38.0,2.0
1 BHK Builder Floor for Sale in Adajan Surat,Super Area,812.0,Resale,Ready to Move,2,Furnished,2217.0,4,18.0,1.0
2 BHK Apartment for Sale in Udhana Surat,Carpet Area,850.0,Resale,Ready to Move,4,Furnished,3500.0,4,35.0,2.0
2 BHK Apartment for Sale in Jahangir Pura Surat,Super Area,1180.0,Resale,Ready to Move,5,Unfurnished,2415.0,5,28.5,2.0
2 BHK  House for Sale in Olpad Surat,Super Area,900.0,Resale,Ready to Move,0,Unfurnished,3001.0,1,27.0,2.0
2 BHK Apartment for Sale in Amarview Surat,Super Area,925.0,Resale,Ready to Move,7,Furnished,4324.0,12,40.0,2.0
5 BHK  House for Sale in Sarsana Surat,Super Area,1235.0,Resale,Ready to Move,0,Semi-Furnished,4049.0,1,50.0,5.0
1 BHK Apartment for Sale in Suman Vihar Surat,Carpet Area,385.0,Resale,Ready to Move,8,Unfurnished,3556.0,8,16.0,1.0
2 BHK Builder Floor for Sale in Alkapuri Surat,Super Area,850.0,Resale,Ready to Move,4,Unfurnished,2000.0,5,17.0,2.0
2 BHK Builder Floor for Sale in Ram Pura Surat,Super Area,800.0,Resale,Ready to Move,2,Unfurnished,2500.0,5,20.0,2.0
1 BHK  House for Sale in Sayan Surat,Super Area,432.0,Resale,Ready to Move,0,Unfurnished,3472.0,1,15.0,1.0
"1 BHK Apartment for Sale in Silicon Palm, Silicon Palm, dindoli, Surat Surat",Super Area,801.0,Resale,Ready to Move,10,Semi-Furnished,2559.0,10,20.5,1.0
2 BHK Apartment for Sale in Rander Road Surat,Carpet Area,876.0,Resale,Ready to Move,4,Semi-Furnished,2964.0,4,30.0,2.0
2 BHK Builder Floor for Sale in Citylight Area Surat,Super Area,950.0,Resale,Ready to Move,2,Furnished,4211.0,4,40.0,2.0
1 BHK Apartment for Sale in Subhash Nagar Surat,Carpet Area,575.0,Resale,Ready to Move,3,Semi-Furnished,3833.0,4,23.0,1.0
"2 BHK Apartment for Sale in JT Stuti Highland, Palanpur Surat",Carpet Area,1276.0,Resale,Ready to Move,10,Unfurnished,2978.0,13,38.0,2.0
"3 BHK Apartment for Sale in Raj Abhishek City Homes, Sachin Surat",Super Area,1360.0,Resale,Ready to Move,2,Furnished,3309.0,5,45.0,3.0
2 BHK Apartment for Sale in Katargam Surat,Carpet Area,950.0,Resale,Ready to Move,4,Unfurnished,3522.0,5,40.5,2.0
"2 BHK Apartment for Sale in Aksharkunj apartment, Udhna Surat",Carpet Area,675.0,Resale,Ready to Move,0,Semi-Furnished,2817.0,4,20.0,2.0
"2 BHK Apartment for Sale in Dhvani Royal Residency, Variav Surat",Carpet Area,714.0,Resale,Ready to Move,2,Unfurnished,3747.0,5,28.0,2.0
2 BHK Builder Floor for Sale in Amroli Surat,Super Area,650.0,Resale,Ready to Move,2,Unfurnished,2000.0,3,13.0,2.0
2 BHK Apartment for Sale in Kamrej Surat,Carpet Area,562.0,Resale,Ready to Move,1,Semi-Furnished,3116.0,3,21.0,2.0
2 BHK Builder Floor for Sale in Kamrej Surat,Super Area,947.0,Resale,Ready to Move,4,Furnished,2323.0,4,22.0,2.0
"2 BHK Apartment for Sale in Silver Plaza Complex, Silver Plaza Flats Surat",Super Area,1100.0,Resale,Ready to Move,6,Furnished,3364.0,7,37.0,2.0
"2 BHK Apartment for Sale in Sankheswar complex, Adajan Patiya Surat",Super Area,975.0,Resale,Ready to Move,7,Semi-Furnished,2871.0,9,28.0,2.0
1 BHK Apartment for Sale in Katar Gam Surat,Super Area,413.0,Resale,Ready to Move,2,Unfurnished,4116.0,5,17.0,1.0
2 BHK Apartment for Sale in Sarthana Jakat Naka Surat,Super Area,900.0,Resale,Ready to Move,3,Unfurnished,4000.0,14,36.0,2.0
1 BHK  House for Sale in Amroli Surat,Carpet Area,1250.0,Resale,Ready to Move,0,Semi-Furnished,125000.0,2,45.0,1.0
2 BHK Apartment for Sale in Radhakishan Flats Surat,Carpet Area,650.0,Resale,Ready to Move,4,Unfurnished,2624.0,8,26.5,2.0
2 BHK Builder Floor for Sale in Kailash Nagar Surat,Super Area,800.0,Resale,Ready to Move,4,Semi-Furnished,1875.0,5,15.0,2.0
2 BHK  House for Sale in Udhana Surat,Carpet Area,1080.0,Resale,Ready to Move,1,Unfurnished,3796.0,2,41.0,2.0
"1 BHK Apartment for Sale in Karmabhoomi Complex, Adajan Surat",Super Area,895.0,Resale,Ready to Move,4,Unfurnished,2180.0,4,19.5,1.0
2 BHK Apartment for Sale in Palanpur Jakatnaka Surat,Super Area,950.0,Resale,Ready to Move,2,Semi-Furnished,3368.0,5,32.0,2.0
"2 BHK Apartment for Sale in JT Stuti Icon, Palanpur Surat",Super Area,1256.0,Resale,Ready to Move,13,Furnished,3165.0,13,39.8,2.0
2 BHK Apartment for Sale in Thakordwar Appartment Surat,Carpet Area,800.0,Resale,Ready to Move,2,Unfurnished,4000.0,4,40.0,2.0
1 BHK  House for Sale in Kosamba Surat,Super Area,612.0,Resale,Ready to Move,0,Unfurnished,2288.0,1,14.0,1.0
2 BHK Builder Floor for Sale in Anand Mahal Road Surat,Super Area,1089.0,Resale,Ready to Move,1,Semi-Furnished,3673.0,4,40.0,2.0
1 BHK Apartment for Sale in Bhagal Surat,Carpet Area,90.0,Resale,Ready to Move,1,Unfurnished,16667.0,1,15.0,1.0
2 BHK Apartment for Sale in Nanpura Timliyawad Surat,Carpet Area,1150.0,Resale,Ready to Move,6,Semi-Furnished,3478.0,7,40.0,2.0
1 BHK  House for Sale in kadothara bardoli hayve sarvotam hotel ke samne gangadhara  Surat,Super Area,480.0,Resale,Ready to Move,0,Unfurnished,4167.0,2,20.0,1.0
3 BHK Apartment for Sale in Swastik complex old kosad road Amroli Surat,Super Area,1260.0,Resale,Ready to Move,4,Furnished,2619.0,5,33.0,3.0
1 BHK Apartment for Sale in Khadsad Surat,Carpet Area,623.0,Resale,Ready to Move,5,Unfurnished,3981.0,5,25.0,1.0
2 BHK  House for Sale in Shiv Sagar residency Surat,Super Area,700.0,Resale,Ready to Move,0,Semi-Furnished,3071.0,1,21.5,2.0
1 BHK Apartment for Sale in GREEN HOUSE APARTMENT Surat,Carpet Area,675.0,Resale,Ready to Move,5,Semi-Furnished,3815.0,8,25.8,1.0
2 BHK Builder Floor for Sale in Karod Surat,Super Area,800.0,Resale,Ready to Move,2,Semi-Furnished,1250.0,5,10.0,2.0
1 BHK Penthouse for Sale in Hari Pura Surat,Carpet Area,1000.0,Resale,Ready to Move,5,Semi-Furnished,2250.0,5,27.0,1.0
2 BHK Builder Floor for Sale in Vakaneda Chalthan Surat,Super Area,1105.0,Resale,Ready to Move,3,Unfurnished,1810.0,5,20.0,2.0
2 BHK Apartment for Sale in Sima Nagar Surat,Super Area,700.0,Resale,Ready to Move,0,Unfurnished,2714.0,1,19.0,2.0
2 BHK Apartment for Sale in Bagumara Surat,Carpet Area,1100.0,Resale,Ready to Move,3,Unfurnished,3760.0,4,47.0,2.0
2 BHK Apartment for Sale in Diwali Baugh Athwagate Surat Surat,Carpet Area,900.0,Resale,Ready to Move,3,Unfurnished,5000.0,3,50.0,2.0
1 BHK Builder Floor for Sale in Adajan Surat,Super Area,650.0,Resale,Ready to Move,4,Semi-Furnished,2308.0,5,15.0,1.0
2 BHK  House for Sale in Hari Pura Surat,Super Area,252.0,Resale,Ready to Move,0,Unfurnished,9921.0,3,25.0,2.0
"2 BHK Apartment for Sale in Pan Sharanam, Jahangir Pura Surat",Carpet Area,824.0,Resale,Ready to Move,4,Semi-Furnished,2547.0,5,30.0,2.0
2 BHK Apartment for Sale in Kailash Nagar Surat,Super Area,1175.0,Resale,Ready to Move,2,Furnished,3404.0,7,40.0,2.0
3 BHK Apartment for Sale in mahavir appartment Surat,Carpet Area,1327.0,Resale,Ready to Move,4,Furnished,2881.0,9,42.5,3.0
2 BHK Apartment for Sale in Devadh Surat,Super Area,1065.0,Resale,Ready to Move,3,Semi-Furnished,2347.0,5,25.0,2.0
2 BHK Apartment for Sale in shree bharti residency Surat,Carpet Area,800.0,Resale,Ready to Move,8,Furnished,3911.0,12,42.0,2.0
1 BHK Apartment for Sale in Punagam Surat,Carpet Area,400.0,Resale,Ready to Move,0,Semi-Furnished,2750.0,4,11.0,1.0
2 BHK Apartment for Sale in Jahangir Pura Surat,Super Area,1250.0,Resale,Ready to Move,4,Unfurnished,3360.0,5,42.0,2.0
"2 BHK  House for Sale in Shreenath society, nilgiri, udhna Surat",Super Area,770.0,Resale,Ready to Move,2,Unfurnished,3377.0,2,26.0,2.0
"1 BHK Apartment for Sale in akshardham appt , naryan nagar , Katargam Surat",Super Area,500.0,Resale,Ready to Move,2,Unfurnished,3400.0,4,17.0,1.0
2 BHK  House for Sale in allpar Surat,Super Area,900.0,Resale,Ready to Move,0,Unfurnished,2056.0,2,18.5,2.0
"1 BHK  House for Sale in SATAR GAON, Surat Surat",Super Area,160.0,Resale,Ready to Move,0,Unfurnished,5000.0,1,8.0,1.0
"3 BHK Apartment for Sale in AG Sentosa Enclave, Godadara Surat",Carpet Area,1100.0,Resale,Ready to Move,2,Unfurnished,2977.0,5,38.1,3.0
2 BHK Builder Floor for Sale in Udhna Amrut Nagar Society Surat,Super Area,900.0,Resale,Ready to Move,4,Semi-Furnished,2556.0,5,23.0,2.0
